ключ_клиента,регион_проживания,город_проживания,возраст,пол,месяц_покупок,оборот_аптеки,оборот_рестораны,оборот_одежда_и_обувь,оборот_автоуслуги,оборот_супермаркеты,оборот_такси,оборот_красота,оборот_развлечения,оборот_жд_билеты,оборот_образование,оборот_дом_и_ремонт,оборот_спорттовары,оборот_животные,оборот_цветы,оборот_фастфуд,оборот_каршеринг,оборот_аренда_авто,активация_кэшбэка_аптеки,активация_кэшбэка_рестораны,активация_кэшбэка_одежда_и_обувь,активация_кэшбэка_автоуслуги,активация_кэшбэка_супермаркеты,активация_кэшбэка_такси,активация_кэшбэка_красота,активация_кэшбэка_развлечения,активация_кэшбэка_жд_билеты,активация_кэшбэка_образование,активация_кэшбэка_дом_и_ремонт,активация_кэшбэка_спорттовары,активация_кэшбэка_животные,активация_кэшбэка_цветы,активация_кэшбэка_фастфуд,активация_кэшбэка_каршеринг,активация_кэшбэка_аренда_авто,кэшбэк_аптеки,кэшбэк_рестораны,кэшбэк_одежда_и_обувь,кэшбэк_автоуслуги,кэшбэк_супермаркеты,кэшбэк_такси,кэшбэк_красота,кэшбэк_развлечения,кэшбэк_жд_билеты,кэшбэк_образование,кэшбэк_дом_и_ремонт,кэшбэк_спорттовары,кэшбэк_животные,кэшбэк_цветы,кэшбэк_фастфуд,кэшбэк_каршеринг,кэшбэк_аренда_авто
282534,Москва,Москва,36,M,2023-09-01,5628.0,6870.0,49875.0,,173649.0,9717.0,9900.0,7631.0,,,3000.0,,483.0,,69045.0,129500.0,,,,1.0,,,,1.0,,,,,,0.0,,,1.0,,,,2487.0,,,,1656.0,,,,,,,,,6093.0,
283148,Санкт-Петербург,Санкт-Петербург,43,F,2023-04-01,1282.0,,92517.0,,233060.0,,,116145.0,,,3777.0,,,13376.0,22650.0,,,0.0,,1.0,,,,1.0,,0.0,,,,,,,,,,,4401.0,,,,,,,,,,,,,,
283148,Санкт-Петербург,Санкт-Петербург,43,F,2023-05-01,8853.0,147.0,38472.0,,250369.0,,,,,,8046.0,1797.0,,4938.0,3942.0,,,1.0,0.0,,,,,0.0,,,,,,,1.0,,,,438.0,,,,,,,,,,,,,243.0,,,
283148,Санкт-Петербург,Санкт-Петербург,43,F,2023-06-01,9510.0,,104711.0,,140184.0,,,3600.0,,,294846.0,,,8730.0,15561.0,,,1.0,,,,,,,,0.0,,1.0,0.0,,0.0,,,,471.0,,,,,,,,,,14733.0,,,,,,
283148,Санкт-Петербург,Санкт-Петербург,43,F,2023-07-01,11290.0,,74140.0,,176299.0,,,7050.0,16881.0,,469402.0,,,2028.0,2309.0,,,1.0,,1.0,,,,0.0,1.0,,,,,,,,,,555.0,,1866.0,,,,,351.0,,,,,,,,,
283148,Санкт-Петербург,Санкт-Петербург,43,F,2023-08-01,12558.0,1410.0,149589.0,,140670.0,,,8970.0,,,109301.0,,,13317.0,12795.0,,,1.0,1.0,,,,,,1.0,,,,,,0.0,,,,621.0,69.0,,,,,,447.0,,,,,,,,,
283148,Санкт-Петербург,Санкт-Петербург,43,F,2023-09-01,22901.0,,48943.0,,221071.0,,,,,,14040.0,11286.0,,,3312.0,,,0.0,1.0,,0.0,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
286878,Калининградская область,Калининград,43,M,2023-04-01,,,,,840.0,,,,,,11850.0,,,,7629.0,,,,,,,1.0,,,1.0,0.0,,,,,0.0,,,,,,,,42.0,,,,,,,,,,,,
286878,Калининградская область,Калининград,43,M,2023-05-01,,,61755.0,,681.0,,,9000.0,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,3084.0,,,,,450.0,,,,,,,,,
286878,Калининградская область,Калининград,43,M,2023-06-01,,7770.0,107445.0,,83003.0,,,17160.0,,,360.0,,,,66361.0,,,0.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,11598.0,,,,,858.0,,,,,,,,,
286878,Калининградская область,Калининград,43,M,2023-07-01,21009.0,18570.0,900.0,,26842.0,3156.0,,19140.0,,,19452.0,2124.0,,,36020.0,,,0.0,1.0,,,,,,1.0,,0.0,,1.0,,,,,,,924.0,,,,,,957.0,,,,105.0,,,,,
286878,Калининградская область,Калининград,43,M,2023-08-01,4462.0,52842.0,21501.0,,61848.0,11827.0,,8280.0,,,,,,,34269.0,,,0.0,1.0,,,,,1.0,1.0,,,,,,,,,,,2634.0,,,,,,402.0,,,,,,,,,
286878,Калининградская область,Калининград,43,M,2023-09-01,645.0,48295.0,,,33589.0,4395.0,,,,,7011.0,,,,49165.0,,,1.0,1.0,,,,,0.0,1.0,0.0,,,0.0,,,,,,30.0,2409.0,,,,,,,,,,,,,,,
331214,Санкт-Петербург,Санкт-Петербург,40,M,2023-04-01,13347.0,5430.0,,90462.0,182107.0,2535.0,2400.0,300.0,,3039.0,4368.0,,32580.0,,14970.0,937.0,,,,1.0,1.0,,,,,,,,,1.0,0.0,,,,,,,4281.0,,,,,,,,,1605.0,,,,
331214,Санкт-Петербург,Санкт-Петербург,40,M,2023-05-01,4179.0,3171.0,14994.0,2100.0,188048.0,,,900.0,,19440.0,11508.0,9900.0,11343.0,,10106.0,,,1.0,,,,,,1.0,1.0,,,,0.0,1.0,,,,,201.0,,,,,,,45.0,,,,,564.0,,,,
331214,Санкт-Петербург,Санкт-Петербург,40,M,2023-06-01,4357.0,570.0,,13140.0,168001.0,4098.0,,8250.0,74269.0,,15408.0,,6364.0,,20883.0,,,1.0,,,,,,1.0,,,,,,1.0,0.0,,,,213.0,,,,,,,,,,,,315.0,,,,
331214,Санкт-Петербург,Санкт-Петербург,40,M,2023-07-01,3285.0,24783.0,4797.0,2550.0,144723.0,1506.0,5700.0,900.0,,,6543.0,4350.0,4350.0,,21072.0,802.0,,,1.0,,1.0,,,,,1.0,0.0,,,1.0,,,,,,1233.0,,126.0,,,,,,,,,216.0,,,,
331214,Санкт-Петербург,Санкт-Петербург,40,M,2023-08-01,,6321.0,1494.0,97358.0,183755.0,,,300.0,,,15165.0,1047.0,7495.0,2160.0,29457.0,3477.0,,1.0,,,1.0,,,1.0,0.0,,,,,1.0,,,,,,,,4866.0,,,,,,,,,369.0,,,,
331214,Санкт-Петербург,Санкт-Петербург,40,M,2023-09-01,9974.0,21306.0,,900.0,135845.0,4125.0,6900.0,9390.0,,,4950.0,,14253.0,5130.0,23727.0,,,1.0,,,,,,1.0,,,,,,1.0,,,,0.0,483.0,,,,,,576.0,,,,,,699.0,,,,
378992,Свердловская область,Екатеринбург,38,F,2023-04-01,1698.0,19567.0,5958.0,,5306.0,873.0,,,231996.0,,,,1200.0,,15732.0,,,,,,,,,,,1.0,,,,,0.0,,,,,,,,,,,,8046.0,,,,,,,,
378992,Свердловская область,Екатеринбург,38,F,2023-05-01,,21328.0,16197.0,3090.0,23897.0,,,1152.0,,,,1692.0,,2550.0,11520.0,,,0.0,,1.0,,,,0.0,0.0,,,,,,,,,,,,522.0,,,,,,,,,,,,,,
378992,Свердловская область,Екатеринбург,38,F,2023-06-01,,6646.0,7683.0,,50602.0,2250.0,,7200.0,,,1614.0,,1500.0,,35281.0,1520.0,,0.0,,,1.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
378992,Свердловская область,Екатеринбург,38,F,2023-07-01,2736.0,3810.0,14373.0,7020.0,83068.0,747.0,,,20319.0,,130725.0,2010.0,,,19238.0,2072.0,,,,,1.0,,,,0.0,,,,,0.0,0.0,,,,,,,348.0,,,,,,,,,,,,,
378992,Свердловская область,Екатеринбург,38,F,2023-08-01,2357.0,4494.0,15957.0,46158.0,30133.0,,,33.0,100705.0,,3504.0,,2025.0,,21545.0,1742.0,,,,1.0,1.0,,,,0.0,1.0,,,,,,,,,,,795.0,2304.0,,,,,5028.0,,,,,,,,
378992,Свердловская область,Екатеринбург,38,F,2023-09-01,,3480.0,,,18103.0,597.0,,,,,,,19203.0,,23877.0,293.0,,0.0,,,1.0,,,0.0,,,,,,1.0,,,,0.0,,,,,,,,,,,,,957.0,,,,
405465,Ульяновская область,Ульяновск,39,F,2023-04-01,15125.0,38469.0,,,19920.0,8595.0,,4500.0,,,,12600.0,,,9845.0,,,1.0,1.0,,,,,,1.0,,0.0,,,,,,,,750.0,1908.0,,,,,,225.0,,,,,,,,,
405465,Ульяновская область,Ульяновск,39,F,2023-05-01,780.0,16686.0,18000.0,,23808.0,12759.0,1200.0,,,,6486.0,,,,4379.0,,,,1.0,,,,,1.0,,,,,,,,,,,,825.0,,,,,60.0,,,,,,,,,,
405465,Ульяновская область,Ульяновск,39,F,2023-06-01,,106866.0,14268.0,,63846.0,14292.0,,,,2292.0,,,,,8919.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,5325.0,,,,,,,,,,,,,,,
405465,Ульяновская область,Ульяновск,39,F,2023-07-01,,157740.0,82092.0,,24898.0,20739.0,8100.0,,4200.0,,,,,,5202.0,,,,1.0,,,,,1.0,,,0.0,,,,,,,,,7848.0,,,,,516.0,,,,,,,,,,
405465,Ульяновская область,Ульяновск,39,F,2023-08-01,2220.0,55129.0,168888.0,,43203.0,32079.0,1050.0,75.0,133149.0,,2151.0,18981.0,,,57558.0,,,1.0,1.0,,,,1.0,0.0,,,,,0.0,,,,,,108.0,2736.0,,,,1533.0,,,,,,,,,,,
405465,Ульяновская область,Ульяновск,39,F,2023-09-01,4537.0,62436.0,2922.0,,33726.0,8172.0,,6000.0,86902.0,,6117.0,,,1890.0,39863.0,,,1.0,,,,,1.0,,1.0,,,,,,0.0,,,,225.0,,,,,390.0,,300.0,,,,,,,,,
582257,Москва,Москва,36,M,2023-04-01,5782.0,52860.0,28170.0,,148004.0,10848.0,,10800.0,,12150.0,305893.0,,,,302518.0,4620.0,,0.0,,1.0,,1.0,0.0,,0.0,,,,,,0.0,,,,,,1404.0,,7236.0,,,,,,,,,,,,
582257,Москва,Москва,36,M,2023-05-01,19284.0,120293.0,21063.0,600.0,129454.0,2181.0,,19560.0,,17700.0,39801.0,,,,75618.0,1140.0,,0.0,,1.0,,1.0,,,,0.0,0.0,,,,,,,,,,0.0,,6261.0,,,,,,,,,,,,
582257,Москва,Москва,36,M,2023-06-01,18399.0,58392.0,5988.0,,121429.0,,2400.0,38490.0,48884.0,4350.0,2467756.0,,,,285156.0,2580.0,,,1.0,,,1.0,,,,0.0,0.0,,,,,,,,,2907.0,,,6012.0,,,,,,,,,,,,
582257,Москва,Москва,36,M,2023-07-01,4505.0,40713.0,,,140191.0,7656.0,,,64758.0,,2658.0,,,,15193.0,1590.0,,0.0,1.0,,,1.0,,,,0.0,,,,,,,,,,2028.0,,,6951.0,,,,,,,,,,,,
582257,Москва,Москва,36,M,2023-08-01,7086.0,73731.0,5400.0,,89348.0,,,,,,3768843.0,,,,68547.0,690.0,,0.0,,1.0,,1.0,,,0.0,,0.0,,,,,,,,,,270.0,,4383.0,,,,,,,,,,,,
582257,Москва,Москва,36,M,2023-09-01,1158.0,62067.0,27531.0,,139647.0,6420.0,2400.0,26659.0,,,85713.0,,,,70079.0,,,0.0,1.0,,,1.0,,,,0.0,,,,,0.0,,,0.0,,3093.0,,,6846.0,,,,,,,,,,,,
591646,Москва,Москва,41,M,2023-04-01,18593.0,167368.0,385650.0,79560.0,3137.0,,,,7082.0,,63351.0,,,22680.0,31571.0,,,,1.0,,,,,,,,,,,,,,,,,8343.0,,,,,,,,,,,,,,,
591646,Москва,Москва,41,M,2023-05-01,20640.0,1500.0,62982.0,42165.0,5903.0,,9600.0,45900.0,28330.0,12000.0,186270.0,,,63615.0,19718.0,,,1.0,0.0,,,,,,0.0,0.0,,,,,1.0,,,,1029.0,,,,,,,,,,,,,3177.0,,,
591646,Москва,Москва,41,M,2023-06-01,,615.0,168993.0,,6503.0,,7500.0,,3178.0,,10593.0,,,24600.0,2139.0,,,0.0,,0.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1230.0,,,
591646,Москва,Москва,41,M,2023-07-01,,,,21420.0,8447.0,,,,90807.0,,,,,18225.0,10980.0,,,0.0,0.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,1071.0,,,,,,,,,,909.0,,,
591646,Москва,Москва,41,M,2023-08-01,,,735498.0,11118.0,5903.0,,9180.0,108450.0,17099.0,,253131.0,,,,1440.0,,,,,,1.0,0.0,,0.0,0.0,,,,,,1.0,,,,,,,552.0,,,,,,,,,,,,,
591646,Москва,Москва,41,M,2023-09-01,3516.0,,556305.0,389156.0,10066.0,,,,,139800.0,179511.0,,,108450.0,5400.0,,,,,,1.0,0.0,,,,,,,,,1.0,,,,,,,19455.0,,,,,,,,,,5421.0,,,
653852,Санкт-Петербург,Санкт-Петербург,57,M,2023-04-01,6337.0,37065.0,10497.0,280179.0,164205.0,11817.0,,,,,74349.0,20517.0,34890.0,,15903.0,,,1.0,,,,1.0,,,,0.0,,,,,0.0,,,,309.0,,,,8151.0,,,,,,,,,,,,
653852,Санкт-Петербург,Санкт-Петербург,57,M,2023-05-01,20410.0,24786.0,14094.0,2154.0,281052.0,,,,,,15417.0,,36114.0,4800.0,16861.0,,,1.0,,,,,,,0.0,,,,0.0,1.0,,,,,1014.0,,,,,,,,,,,,1803.0,,,,
653852,Санкт-Петербург,Санкт-Петербург,57,M,2023-06-01,10257.0,47502.0,34215.0,,158804.0,6756.0,,90000.0,,,240.0,18675.0,81264.0,,36312.0,,,0.0,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,933.0,4053.0,,,,
653852,Санкт-Петербург,Санкт-Петербург,57,M,2023-07-01,7641.0,57087.0,26587.0,,123636.0,9924.0,,,,,2214.0,36549.0,29079.0,5400.0,46920.0,,,1.0,1.0,,,,,,,,,,0.0,,,,,,36.0,2706.0,,,,,,,,,,,,,,,
653852,Санкт-Петербург,Санкт-Петербург,57,M,2023-08-01,4380.0,124053.0,34170.0,,140438.0,2175.0,,,,,15534.0,,,,42462.0,,,1.0,,0.0,1.0,,,,,,,,,,,,,,216.0,,,,,,,,,,,,,,,,
653852,Санкт-Петербург,Санкт-Петербург,57,M,2023-09-01,25123.0,20901.0,,,151111.0,4989.0,,,,,40077.0,17100.0,,,50907.0,,,1.0,,,,,,,,,,,0.0,1.0,0.0,,,,1095.0,,,,,,,,,,,,,,,,
692721,Ростовская область,Ростов-на-Дону,39,F,2023-04-01,3966.0,29213.0,88284.0,,91504.0,9237.0,14340.0,16710.0,,,,3105.0,,,34539.0,,,,,1.0,,,,,,,,,0.0,,,,,,,,3033.0,,,,,,,,,,,,,,
692721,Ростовская область,Ростов-на-Дону,39,F,2023-05-01,2052.0,840.0,,3450.0,96860.0,2112.0,,8940.0,,,5439.0,,,,16284.0,,,1.0,,,,,,,,,0.0,,,,1.0,,,,102.0,,,,,,,,,,,,,,,,
692721,Ростовская область,Ростов-на-Дону,39,F,2023-06-01,11433.0,780.0,,,68741.0,,14700.0,2700.0,,,22629.0,540.0,,,40188.0,,,1.0,,,1.0,,,1.0,0.0,,,,,,,,,,567.0,,,,,,1866.0,,,,,,,,,,
692721,Ростовская область,Ростов-на-Дону,39,F,2023-07-01,2730.0,,4131.0,,93673.0,,10200.0,4125.0,,,14598.0,,,,7976.0,,,1.0,1.0,,0.0,,,1.0,,,,,,,,,,,135.0,,,,,,510.0,,,,,,,,,,
692721,Ростовская область,Ростов-на-Дону,39,F,2023-08-01,4080.0,,31200.0,,112680.0,,5100.0,9000.0,,,,3540.0,1230.0,,6513.0,,,1.0,,,,1.0,,1.0,0.0,,,,,,,,,,201.0,,,,5538.0,,255.0,,,,,,,,,,
692721,Ростовская область,Ростов-на-Дону,39,F,2023-09-01,20757.0,1950.0,,11619.0,141524.0,,,,,,,,1230.0,6600.0,7863.0,,,1.0,0.0,,,,1.0,1.0,,,,,,,,,,,1029.0,,,,,,,,,,,,,,,,
774127,Республика Удмуртия,Ижевск,60,F,2023-04-01,8193.0,,,,8699.0,,,,,297.0,,,,,11568.0,,,,,,,,,0.0,1.0,,1.0,,,,0.0,,,,,,,,,,,,,12.0,,,,,,,
774127,Республика Удмуртия,Ижевск,60,F,2023-05-01,2439.0,5610.0,195396.0,,13588.0,,,7650.0,,54762.0,,,,,18490.0,,,1.0,,1.0,,,,,0.0,,1.0,,0.0,,,,,,117.0,,9003.0,,,,,,,2658.0,,,,,,,
774127,Республика Удмуртия,Ижевск,60,F,2023-06-01,2910.0,480.0,69837.0,,11791.0,,,2937.0,,297.0,,,,,11573.0,,,1.0,,,0.0,,,1.0,,,,,,,0.0,,,,144.0,,,,,,,,,,,,,,,,
774127,Республика Удмуртия,Ижевск,60,F,2023-07-01,2163.0,,70216.0,,20084.0,,,3090.0,,94359.0,,,,,6513.0,,,1.0,,,,,,,0.0,1.0,1.0,,0.0,,,,,,108.0,,,,,,,,,4710.0,,,,,,,
774127,Республика Удмуртия,Ижевск,60,F,2023-08-01,,10035.0,191463.0,,14240.0,,,1650.0,,297.0,,,,,6615.0,,,1.0,1.0,,,,,,,0.0,,,,,,,,,,420.0,,,,,,,,,,,,,,,
774127,Республика Удмуртия,Ижевск,60,F,2023-09-01,741.0,621.0,17292.0,,3574.0,,,300.0,,297.0,,,,,4128.0,,,1.0,,,,,0.0,,1.0,,,,,,0.0,,,,36.0,,,,,,,15.0,,,,,,,,,
861276,Свердловская область,Екатеринбург,38,F,2023-04-01,2610.0,1200.0,,5250.0,68105.0,1284.0,,9780.0,,11550.0,2066.0,,,,13184.0,,,0.0,1.0,,,,,,1.0,0.0,1.0,,,,0.0,,,,,60.0,,,,,,132.0,,576.0,,,,,,,
861276,Свердловская область,Екатеринбург,38,F,2023-05-01,4137.0,20385.0,1644.0,36795.0,57815.0,1203.0,,2580.0,,9600.0,10965.0,,,900.0,11881.0,,,,,1.0,,,,0.0,0.0,,1.0,,,,,0.0,,,,,81.0,,,,,,,480.0,,,,,,,
861276,Свердловская область,Екатеринбург,38,F,2023-06-01,4833.0,1692.0,2010.0,83823.0,224995.0,3669.0,,,,,20127.0,,1098.0,,24503.0,,,,,,,1.0,,0.0,1.0,,,,,,,0.0,,,,,,,10818.0,,,,,,,,,,,,
861276,Свердловская область,Екатеринбург,38,F,2023-07-01,13522.0,,1572.0,,69418.0,,,2400.0,,,4719.0,,,,67144.0,,,1.0,,,,,,,1.0,0.0,0.0,1.0,,,,,,,669.0,,,,,,,120.0,,,234.0,,,,,,
861276,Свердловская область,Екатеринбург,38,F,2023-08-01,5252.0,,,,87451.0,,,750.0,,,17469.0,,,21423.0,6078.0,,,1.0,0.0,,,,,,,0.0,,,,0.0,,,,,258.0,,,,,,,,,,,,,,,,
861276,Свердловская область,Екатеринбург,38,F,2023-09-01,7372.0,7917.0,,761738.0,97681.0,1212.0,6681.0,3480.0,,17880.0,257685.0,,,5760.0,24650.0,,,1.0,,1.0,1.0,,,,0.0,,,,,,,,,,366.0,,,38073.0,,,,,,,,,,,,,
